transaction_id,customer_id,account_number,customer_name,timestamp,amount,merchant,merchant_category,payment_channel,transaction_type,country,city,state,device_type,ip_address,risk_score,is_fraud
TXN-104451,CUST-1005,ACC-9703905715,Customer 5,2026-05-02 22:50:20,2207.14,Taj Hotels,Hospitality,UPI,Purchase,India,Hyderabad,Telangana,Android Tablet,192.168.1.28,8,0
TXN-100508,CUST-1349,ACC-6955247915,Customer 349,2026-05-02 22:53:25,730.0,Apollo Pharmacy,Healthcare,Internet Banking,Purchase,India,Chennai,Tamil Nadu,Android Tablet,103.45.21.151,3,0
TXN-104853,CUST-1348,ACC-2437308013,Customer 348,2026-05-02 22:57:55,2617.8,Taj Hotels,Hospitality,UPI,Purchase,India,New Delhi,Delhi,iPhone 15,49.206.12.233,18,0
TXN-108001,CUST-1015,ACC-6927597015,Customer 15,2026-05-02 23:01:56,13660.92,Uber India,Travel,Internet Banking,Purchase,India,Ahmedabad,Gujarat,MacBook Pro,223.189.43.89,9,0
TXN-108117,CUST-1098,ACC-8616379926,Customer 98,2026-05-02 23:03:06,2299.15,Uber India,Travel,UPI,Transfer,India,New Delhi,Delhi,Android Tablet,49.206.12.171,19,0
TXN-107298,CUST-1232,ACC-8270110908,Customer 232,2026-05-02 23:10:10,1304.49,Taj Hotels,Hospitality,Internet Banking,Transfer,India,Pune,Maharashtra,MacBook Pro,192.168.1.229,8,0
TXN-106497,CUST-1133,ACC-3987248494,Customer 133,2026-05-02 23:25:27,3386.96,Reliance Digital,Electronics,Mobile Banking,Bill Payment,India,Kolkata,West Bengal,Windows Desktop,103.45.21.49,17,0
TXN-102632,CUST-1302,ACC-1913706213,Customer 302,2026-05-02 23:26:27,12604.74,Flipkart Retail,Shopping,UPI,Withdrawal,India,Ahmedabad,Gujarat,Samsung Galaxy S24,192.168.1.247,8,0
TXN-107392,CUST-1152,ACC-9916336966,Customer 152,2026-05-02 23:26:55,3078.96,Zomato Food,Food & Dining,UPI,Purchase,India,Hyderabad,Telangana,iPhone 15,192.168.1.152,9,0
TXN-100338,CUST-1196,ACC-3338877621,Customer 196,2026-05-02 23:27:19,2129.08,Uber India,Travel,POS,Bill Payment,India,Bengaluru,Karnataka,MacBook Pro,103.45.21.171,27,0
TXN-109278,CUST-1191,ACC-1322401182,Customer 191,2026-05-02 23:28:37,1469.43,Uber India,Travel,UPI,Purchase,India,Mumbai,Maharashtra,Windows Desktop,223.189.43.132,22,0
TXN-107580,CUST-1365,ACC-8048810275,Customer 365,2026-05-02 23:32:41,14973.23,Swiggy Delivery,Food & Dining,UPI,Transfer,India,New Delhi,Delhi,Android Tablet,192.168.1.94,15,0
TXN-102849,CUST-1095,ACC-9239688178,Customer 95,2026-05-02 23:36:33,6746.49,Airtel Pay,Utilities,POS,Purchase,India,New Delhi,Delhi,MacBook Pro,103.45.21.55,8,0
TXN-109544,CUST-1251,ACC-8495457335,Customer 251,2026-05-02 23:43:11,7088.43,Taj Hotels,Hospitality,POS,Bill Payment,India,Chennai,Tamil Nadu,Samsung Galaxy S24,49.206.12.31,23,0
TXN-102225,CUST-1086,ACC-4882343658,Customer 86,2026-05-02 23:44:34,8928.8,Zomato Food,Food & Dining,ATM,Purchase,India,Mumbai,Maharashtra,MacBook Pro,103.45.21.34,14,0
TXN-102306,CUST-1371,ACC-5645459980,Customer 371,2026-05-02 23:45:46,709.08,Uber India,Travel,UPI,Transfer,India,Hyderabad,Telangana,iPhone 15,103.45.21.39,12,0
TXN-104357,CUST-1185,ACC-8578226896,Customer 185,2026-05-02 23:55:38,79.43,Airtel Pay,Utilities,UPI,Purchase,India,Hyderabad,Telangana,Android Tablet,192.168.1.23,11,0
TXN-104950,CUST-1015,ACC-6927597015,Customer 15,2026-05-02 23:55:53,14647.88,Airtel Pay,Utilities,Internet Banking,Purchase,India,Ahmedabad,Gujarat,MacBook Pro,49.206.12.173,10,0
TXN-106893,CUST-1008,ACC-6756332150,Customer 8,2026-05-02 23:57:11,3046.3,Flipkart Retail,Shopping,UPI,Purchase,India,Bengaluru,Karnataka,Samsung Galaxy S24,103.45.21.249,5,0
TXN-103714,CUST-1020,ACC-1240251661,Customer 20,2026-05-03 00:00:34,3749.56,Uber India,Travel,UPI,Purchase,India,Mumbai,Maharashtra,MacBook Pro,223.189.43.115,13,0
TXN-108402,CUST-1157,ACC-4037867512,Customer 157,2026-05-03 00:07:37,2864.82,HDFC Home Loan,Financial Services,UPI,Purchase,India,Kolkata,West Bengal,Samsung Galaxy S24,103.45.21.63,7,0
TXN-103265,CUST-1145,ACC-9673185158,Customer 145,2026-05-03 00:08:05,14494.53,Airtel Pay,Utilities,UPI,Transfer,India,Mumbai,Maharashtra,MacBook Pro,223.189.43.110,20,0
TXN-100064,CUST-1284,ACC-3641863774,Customer 284,2026-05-03 00:11:28,11980.92,Reliance Digital,Electronics,Internet Banking,Purchase,India,Chennai,Tamil Nadu,Windows Desktop,223.189.43.23,9,0
TXN-105397,CUST-1234,ACC-1293864877,Customer 234,2026-05-03 00:19:35,5545.68,DMart Supermarket,Groceries,POS,Bill Payment,India,Chennai,Tamil Nadu,Samsung Galaxy S24,223.189.43.146,2,0
TXN-105027,CUST-1128,ACC-6737421496,Customer 128,2026-05-03 00:25:13,11241.82,Taj Hotels,Hospitality,POS,Bill Payment,India,Pune,Maharashtra,Samsung Galaxy S24,103.45.21.27,8,0
TXN-100734,CUST-1327,ACC-7949795085,Customer 327,2026-05-03 00:25:42,3504.97,Apollo Pharmacy,Healthcare,UPI,Purchase,India,New Delhi,Delhi,iPhone 15,192.168.1.230,5,0
TXN-103778,CUST-1061,ACC-1251837136,Customer 61,2026-05-03 00:26:40,11213.65,Apollo Pharmacy,Healthcare,POS,Purchase,India,Kolkata,West Bengal,iPhone 15,192.168.1.110,24,0
TXN-100164,CUST-1220,ACC-6341783555,Customer 220,2026-05-03 00:30:09,10973.35,Uber India,Travel,Internet Banking,Withdrawal,India,Bengaluru,Karnataka,Windows Desktop,192.168.1.11,25,0
TXN-100656,CUST-1126,ACC-6322520473,Customer 126,2026-05-03 00:35:16,5800.18,Taj Hotels,Hospitality,Internet Banking,Withdrawal,India,Ahmedabad,Gujarat,iPhone 15,223.189.43.138,17,0
TXN-102457,CUST-1384,ACC-8025152555,Customer 384,2026-05-03 00:36:06,12646.41,Uber India,Travel,UPI,Bill Payment,India,New Delhi,Delhi,MacBook Pro,49.206.12.37,28,0
TXN-104492,CUST-1133,ACC-3987248494,Customer 133,2026-05-03 00:36:59,9538.49,Swiggy Delivery,Food & Dining,Mobile Banking,Bill Payment,India,Kolkata,West Bengal,Windows Desktop,223.189.43.17,10,0
TXN-100600,CUST-1076,ACC-4776436931,Customer 76,2026-05-03 00:43:38,5365.98,Amazon India,Shopping,UPI,Transfer,India,New Delhi,Delhi,MacBook Pro,103.45.21.239,4,0
TXN-101771,CUST-1273,ACC-5170814022,Customer 273,2026-05-03 00:47:44,947.86,Uber India,Travel,UPI,Purchase,India,Mumbai,Maharashtra,MacBook Pro,49.206.12.218,23,0
TXN-105667,CUST-1086,ACC-4882343658,Customer 86,2026-05-03 00:52:43,12004.16,Flipkart Retail,Shopping,Internet Banking,Purchase,India,Mumbai,Maharashtra,MacBook Pro,103.45.21.33,23,0
TXN-106499,CUST-1045,ACC-2939118223,Customer 45,2026-05-03 00:55:56,1180.23,Flipkart Retail,Shopping,UPI,Purchase,India,Hyderabad,Telangana,Samsung Galaxy S24,223.189.43.59,10,0
TXN-102812,CUST-1179,ACC-9642614082,Customer 179,2026-05-03 00:58:24,12127.89,Apollo Pharmacy,Healthcare,POS,Withdrawal,India,Chennai,Tamil Nadu,Windows Desktop,223.189.43.251,12,0
TXN-107037,CUST-1218,ACC-4574027737,Customer 218,2026-05-03 00:58:34,14889.35,Uber India,Travel,Internet Banking,Bill Payment,India,Ahmedabad,Gujarat,MacBook Pro,192.168.1.239,23,0
TXN-102571,CUST-1119,ACC-2047905204,Customer 119,2026-05-03 01:10:47,11437.05,Taj Hotels,Hospitality,UPI,Withdrawal,India,Mumbai,Maharashtra,iPhone 15,223.189.43.32,10,0
TXN-107524,CUST-1052,ACC-1817804383,Customer 52,2026-05-03 01:15:00,5540.01,Apollo Pharmacy,Healthcare,Mobile Banking,Transfer,India,Pune,Maharashtra,Windows Desktop,223.189.43.198,9,0
TXN-105723,CUST-1088,ACC-6618926823,Customer 88,2026-05-03 01:20:09,5644.81,Amazon India,Shopping,POS,Transfer,India,Mumbai,Maharashtra,MacBook Pro,49.206.12.227,26,0
TXN-109200,CUST-1018,ACC-3727210979,Customer 18,2026-05-03 01:24:30,2289.08,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Hyderabad,Telangana,Samsung Galaxy S24,49.206.12.54,14,0
TXN-109554,CUST-1163,ACC-6206015111,Customer 163,2026-05-03 01:27:19,3892.49,Airtel Pay,Utilities,UPI,Transfer,India,Chennai,Tamil Nadu,MacBook Pro,49.206.12.12,19,0
TXN-103480,CUST-1083,ACC-8019198243,Customer 83,2026-05-03 01:30:25,6048.56,DMart Supermarket,Groceries,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,49.206.12.207,6,0
TXN-102983,CUST-1230,ACC-9205284543,Customer 230,2026-05-03 01:30:49,11460.43,Amazon India,Shopping,Internet Banking,Withdrawal,India,Mumbai,Maharashtra,Samsung Galaxy S24,103.45.21.254,5,0
TXN-102135,CUST-1314,ACC-7116096874,Customer 314,2026-05-03 01:33:23,3274.52,Amazon India,Shopping,UPI,Transfer,India,Ahmedabad,Gujarat,Windows Desktop,223.189.43.62,27,0
TXN-106976,CUST-1227,ACC-6932342612,Customer 227,2026-05-03 01:36:18,1260.53,Airtel Pay,Utilities,UPI,Transfer,India,Bengaluru,Karnataka,Windows Desktop,223.189.43.163,22,0
TXN-103256,CUST-1113,ACC-5659161352,Customer 113,2026-05-03 01:39:25,14799.84,Amazon India,Shopping,UPI,Bill Payment,India,New Delhi,Delhi,iPhone 15,192.168.1.35,20,0
TXN-104285,CUST-1100,ACC-2121910732,Customer 100,2026-05-03 01:42:15,2818.98,DMart Supermarket,Groceries,Mobile Banking,Purchase,India,Chennai,Tamil Nadu,iPhone 15,192.168.1.118,19,0
TXN-101352,CUST-1302,ACC-1913706213,Customer 302,2026-05-03 01:52:49,6521.12,Taj Hotels,Hospitality,UPI,Bill Payment,India,Ahmedabad,Gujarat,Samsung Galaxy S24,49.206.12.7,14,0
TXN-100768,CUST-1313,ACC-3653594796,Customer 313,2026-05-03 02:01:40,2134.64,DMart Supermarket,Groceries,UPI,Purchase,India,Pune,Maharashtra,MacBook Pro,223.189.43.100,10,0
TXN-108338,CUST-1355,ACC-2554039848,Customer 355,2026-05-03 02:08:33,1613.93,Swiggy Delivery,Food & Dining,UPI,Purchase,India,New Delhi,Delhi,MacBook Pro,223.189.43.116,28,0
TXN-101312,CUST-1133,ACC-3987248494,Customer 133,2026-05-03 02:09:33,6402.47,Reliance Digital,Electronics,Internet Banking,Transfer,India,Kolkata,West Bengal,Windows Desktop,223.189.43.156,3,0
TXN-100742,CUST-1154,ACC-7583090712,Customer 154,2026-05-03 02:11:37,12334.21,DMart Supermarket,Groceries,Internet Banking,Purchase,India,New Delhi,Delhi,iPhone 15,103.45.21.217,20,0
TXN-103730,CUST-1245,ACC-9165632300,Customer 245,2026-05-03 02:13:33,3466.47,Zomato Food,Food & Dining,Internet Banking,Bill Payment,India,Bengaluru,Karnataka,iPhone 15,223.189.43.7,27,0
TXN-106972,CUST-1199,ACC-8252816758,Customer 199,2026-05-03 02:15:29,6743.02,Flipkart Retail,Shopping,Internet Banking,Transfer,India,Kolkata,West Bengal,MacBook Pro,192.168.1.76,10,0
TXN-101390,CUST-1002,ACC-2051802512,Customer 2,2026-05-03 02:29:09,3308.59,Amazon India,Shopping,ATM,Transfer,India,Bengaluru,Karnataka,iPhone 15,103.45.21.87,3,0
TXN-101701,CUST-1014,ACC-5231494220,Customer 14,2026-05-03 02:41:13,10527.6,Reliance Digital,Electronics,Mobile Banking,Bill Payment,India,Hyderabad,Telangana,iPhone 15,103.45.21.7,18,0
TXN-100391,CUST-1013,ACC-1298737106,Customer 13,2026-05-03 02:48:54,114.2,HDFC Home Loan,Financial Services,ATM,Withdrawal,India,Hyderabad,Telangana,MacBook Pro,223.189.43.239,11,0
TXN-105689,CUST-1383,ACC-5382302465,Customer 383,2026-05-03 02:55:30,5339.26,Amazon India,Shopping,ATM,Bill Payment,India,Ahmedabad,Gujarat,iPhone 15,192.168.1.4,27,0
TXN-107228,CUST-1109,ACC-7739255769,Customer 109,2026-05-03 02:56:47,10246.67,Apollo Pharmacy,Healthcare,POS,Transfer,India,Kolkata,West Bengal,Android Tablet,223.189.43.111,22,0
TXN-100119,CUST-1183,ACC-3948284698,Customer 183,2026-05-03 03:03:28,14283.84,HDFC Home Loan,Financial Services,POS,Transfer,India,Bengaluru,Karnataka,Samsung Galaxy S24,49.206.12.68,24,0
TXN-102908,CUST-1317,ACC-8160279830,Customer 317,2026-05-03 03:10:04,44599.2,Suspicious Shell Co,Miscellaneous,Internet Banking,Transfer,India,Mumbai,Maharashtra,New Unrecognized Mobile Device,185.220.101.44,89,1
TXN-108027,CUST-1328,ACC-1454678712,Customer 328,2026-05-03 03:20:12,3851.41,Airtel Pay,Utilities,UPI,Purchase,India,Kolkata,West Bengal,Android Tablet,49.206.12.163,3,0
TXN-104063,CUST-1378,ACC-2963288053,Customer 378,2026-05-03 03:21:21,4320.24,Zomato Food,Food & Dining,UPI,Bill Payment,India,Pune,Maharashtra,Windows Desktop,49.206.12.76,4,0
TXN-100285,CUST-1044,ACC-8086172302,Customer 44,2026-05-03 03:27:34,8411.48,DMart Supermarket,Groceries,POS,Bill Payment,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.197,19,0
TXN-107978,CUST-1053,ACC-6816663775,Customer 53,2026-05-03 03:34:25,12009.63,HDFC Home Loan,Financial Services,POS,Transfer,India,Kolkata,West Bengal,Windows Desktop,192.168.1.212,12,0
TXN-105066,CUST-1387,ACC-2428156550,Customer 387,2026-05-03 03:40:39,13178.48,Airtel Pay,Utilities,UPI,Withdrawal,India,Mumbai,Maharashtra,MacBook Pro,49.206.12.114,19,0
TXN-109380,CUST-1113,ACC-5659161352,Customer 113,2026-05-03 03:46:54,12705.94,Reliance Digital,Electronics,POS,Purchase,India,New Delhi,Delhi,iPhone 15,49.206.12.166,17,0
TXN-107701,CUST-1055,ACC-4700855390,Customer 55,2026-05-03 03:53:09,43746.08,Unknown Forex Broker,Investment,Internet Banking,Transfer,India,Hyderabad,Telangana,New Unrecognized Mobile Device,185.220.101.44,91,1
TXN-101963,CUST-1349,ACC-6955247915,Customer 349,2026-05-03 03:54:00,311.11,Flipkart Retail,Shopping,ATM,Transfer,India,Chennai,Tamil Nadu,Android Tablet,103.45.21.75,6,0
TXN-106779,CUST-1197,ACC-4550353803,Customer 197,2026-05-03 04:03:34,6753.54,Reliance Digital,Electronics,UPI,Withdrawal,India,Pune,Maharashtra,iPhone 15,192.168.1.205,8,0
TXN-102180,CUST-1097,ACC-3834820954,Customer 97,2026-05-03 04:09:22,993.95,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Kolkata,West Bengal,MacBook Pro,223.189.43.120,8,0
TXN-101234,CUST-1253,ACC-5464285982,Customer 253,2026-05-03 04:09:39,792.65,Amazon India,Shopping,UPI,Purchase,India,Ahmedabad,Gujarat,iPhone 15,223.189.43.131,26,0
TXN-109361,CUST-1194,ACC-9895649328,Customer 194,2026-05-03 04:12:49,9968.33,Apollo Pharmacy,Healthcare,UPI,Transfer,India,Hyderabad,Telangana,MacBook Pro,103.45.21.163,24,0
TXN-101309,CUST-1193,ACC-6289150149,Customer 193,2026-05-03 04:15:31,433.03,Swiggy Delivery,Food & Dining,Internet Banking,Bill Payment,India,Chennai,Tamil Nadu,Windows Desktop,49.206.12.241,5,0
TXN-108774,CUST-1111,ACC-6197695041,Customer 111,2026-05-03 04:32:42,14959.78,DMart Supermarket,Groceries,Internet Banking,Withdrawal,India,New Delhi,Delhi,Windows Desktop,103.45.21.252,8,0
TXN-105214,CUST-1181,ACC-5146780827,Customer 181,2026-05-03 04:40:00,642.76,Amazon India,Shopping,ATM,Bill Payment,India,Chennai,Tamil Nadu,Windows Desktop,223.189.43.148,26,0
TXN-100963,CUST-1268,ACC-9381721143,Customer 268,2026-05-03 04:40:57,1622.91,Taj Hotels,Hospitality,UPI,Purchase,India,Mumbai,Maharashtra,MacBook Pro,49.206.12.84,3,0
TXN-101698,CUST-1120,ACC-8638257497,Customer 120,2026-05-03 04:59:36,7816.03,Apollo Pharmacy,Healthcare,ATM,Transfer,India,Hyderabad,Telangana,Samsung Galaxy S24,192.168.1.96,19,0
TXN-104794,CUST-1023,ACC-2970753705,Customer 23,2026-05-03 05:03:04,7749.89,Apollo Pharmacy,Healthcare,Internet Banking,Bill Payment,India,Chennai,Tamil Nadu,Samsung Galaxy S24,103.45.21.150,19,0
TXN-103701,CUST-1395,ACC-8728116828,Customer 395,2026-05-03 05:08:27,3213.37,DMart Supermarket,Groceries,UPI,Purchase,India,Kolkata,West Bengal,Windows Desktop,103.45.21.119,22,0
TXN-103347,CUST-1221,ACC-5594799319,Customer 221,2026-05-03 05:18:40,345.31,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Kolkata,West Bengal,MacBook Pro,103.45.21.112,29,0
TXN-108214,CUST-1063,ACC-6520103410,Customer 63,2026-05-03 05:20:54,8471.34,Amazon India,Shopping,ATM,Withdrawal,India,Ahmedabad,Gujarat,Samsung Galaxy S24,103.45.21.241,19,0
TXN-106350,CUST-1200,ACC-7415801613,Customer 200,2026-05-03 05:23:51,563.3,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Pune,Maharashtra,Android Tablet,49.206.12.245,9,0
TXN-109342,CUST-1255,ACC-9201789018,Customer 255,2026-05-03 05:31:56,4756.91,DMart Supermarket,Groceries,UPI,Bill Payment,India,New Delhi,Delhi,Windows Desktop,103.45.21.66,10,0
TXN-104976,CUST-1344,ACC-5560712830,Customer 344,2026-05-03 05:39:07,3915.95,Uber India,Travel,UPI,Purchase,India,Pune,Maharashtra,MacBook Pro,223.189.43.26,3,0
TXN-104350,CUST-1066,ACC-9805294274,Customer 66,2026-05-03 05:41:28,14388.61,Uber India,Travel,POS,Transfer,India,Ahmedabad,Gujarat,Android Tablet,223.189.43.248,21,0
TXN-101645,CUST-1268,ACC-9381721143,Customer 268,2026-05-03 05:42:59,111.34,HDFC Home Loan,Financial Services,UPI,Purchase,India,Mumbai,Maharashtra,MacBook Pro,103.45.21.16,27,0
TXN-100592,CUST-1161,ACC-6922713963,Customer 161,2026-05-03 05:46:45,12714.42,Uber India,Travel,Internet Banking,Withdrawal,India,Mumbai,Maharashtra,Windows Desktop,49.206.12.17,25,0
TXN-101207,CUST-1076,ACC-4776436931,Customer 76,2026-05-03 05:48:07,1633.63,Reliance Digital,Electronics,UPI,Purchase,India,New Delhi,Delhi,MacBook Pro,103.45.21.113,27,0
TXN-104463,CUST-1378,ACC-2963288053,Customer 378,2026-05-03 05:48:30,6194.09,Reliance Digital,Electronics,ATM,Withdrawal,India,Pune,Maharashtra,Windows Desktop,223.189.43.40,16,0
TXN-107730,CUST-1326,ACC-2739600515,Customer 326,2026-05-03 05:50:02,1886.52,Zomato Food,Food & Dining,UPI,Purchase,India,New Delhi,Delhi,Samsung Galaxy S24,223.189.43.181,29,0
TXN-106777,CUST-1363,ACC-7187318744,Customer 363,2026-05-03 05:51:36,9460.0,Reliance Digital,Electronics,Mobile Banking,Bill Payment,India,Chennai,Tamil Nadu,Windows Desktop,223.189.43.244,11,0
TXN-107935,CUST-1356,ACC-6214917780,Customer 356,2026-05-03 05:52:13,2570.61,HDFC Home Loan,Financial Services,UPI,Transfer,India,Ahmedabad,Gujarat,Samsung Galaxy S24,103.45.21.222,2,0
TXN-104813,CUST-1184,ACC-9371430906,Customer 184,2026-05-03 05:52:43,2812.28,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Pune,Maharashtra,Samsung Galaxy S24,103.45.21.235,12,0
TXN-109293,CUST-1120,ACC-8638257497,Customer 120,2026-05-03 06:06:30,5193.91,Taj Hotels,Hospitality,POS,Bill Payment,India,Hyderabad,Telangana,Samsung Galaxy S24,223.189.43.207,28,0
TXN-105280,CUST-1252,ACC-2513206988,Customer 252,2026-05-03 06:08:01,10816.26,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Hyderabad,Telangana,Android Tablet,223.189.43.19,21,0
TXN-101929,CUST-1195,ACC-5010075517,Customer 195,2026-05-03 06:12:53,1594.06,Zomato Food,Food & Dining,Internet Banking,Purchase,India,Kolkata,West Bengal,iPhone 15,223.189.43.195,26,0
TXN-102630,CUST-1132,ACC-1267429212,Customer 132,2026-05-03 06:13:35,4987.7,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Kolkata,West Bengal,Windows Desktop,49.206.12.65,21,0
TXN-102478,CUST-1092,ACC-9265609985,Customer 92,2026-05-03 06:13:48,5212.43,Uber India,Travel,Mobile Banking,Purchase,India,Kolkata,West Bengal,Samsung Galaxy S24,103.45.21.34,15,0
TXN-109967,CUST-1225,ACC-6915072151,Customer 225,2026-05-03 06:22:37,246466.39,Unknown Forex Broker,Investment,Internet Banking,Transfer,India,New Delhi,Delhi,Samsung Galaxy S24,103.45.21.245,89,1
TXN-100582,CUST-1004,ACC-1127978094,Customer 4,2026-05-03 06:33:33,11365.83,Uber India,Travel,Mobile Banking,Bill Payment,India,Hyderabad,Telangana,Samsung Galaxy S24,49.206.12.240,12,0
TXN-100936,CUST-1290,ACC-7573691558,Customer 290,2026-05-03 06:33:40,8875.63,Reliance Digital,Electronics,Internet Banking,Transfer,India,Ahmedabad,Gujarat,Android Tablet,223.189.43.12,19,0
TXN-107699,CUST-1215,ACC-8293928340,Customer 215,2026-05-03 06:36:35,8958.91,Airtel Pay,Utilities,Mobile Banking,Purchase,India,Pune,Maharashtra,iPhone 15,103.45.21.79,11,0
TXN-106609,CUST-1236,ACC-5726642606,Customer 236,2026-05-03 06:37:29,9061.2,Uber India,Travel,Internet Banking,Withdrawal,India,Bengaluru,Karnataka,MacBook Pro,49.206.12.133,4,0
TXN-101200,CUST-1085,ACC-8325785916,Customer 85,2026-05-03 06:45:21,13050.22,HDFC Home Loan,Financial Services,Internet Banking,Bill Payment,India,Mumbai,Maharashtra,iPhone 15,223.189.43.198,21,0
TXN-101589,CUST-1104,ACC-9597198563,Customer 104,2026-05-03 06:46:25,1753.81,Airtel Pay,Utilities,UPI,Purchase,India,Hyderabad,Telangana,MacBook Pro,103.45.21.215,2,0
TXN-100393,CUST-1013,ACC-1298737106,Customer 13,2026-05-03 06:52:59,872.75,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Hyderabad,Telangana,MacBook Pro,223.189.43.93,17,0
TXN-106423,CUST-1384,ACC-8025152555,Customer 384,2026-05-03 06:56:50,4363.82,Uber India,Travel,ATM,Withdrawal,India,New Delhi,Delhi,MacBook Pro,192.168.1.235,5,0
TXN-108265,CUST-1147,ACC-1654477195,Customer 147,2026-05-03 06:57:07,2924.96,DMart Supermarket,Groceries,UPI,Purchase,India,Bengaluru,Karnataka,Windows Desktop,223.189.43.30,2,0
TXN-109691,CUST-1191,ACC-1322401182,Customer 191,2026-05-03 07:02:33,154.69,Flipkart Retail,Shopping,UPI,Purchase,India,Mumbai,Maharashtra,Windows Desktop,103.45.21.200,17,0
TXN-102042,CUST-1396,ACC-8487449580,Customer 396,2026-05-03 07:03:39,12497.83,Swiggy Delivery,Food & Dining,Mobile Banking,Purchase,India,Kolkata,West Bengal,MacBook Pro,223.189.43.87,19,0
TXN-105815,CUST-1112,ACC-7192423780,Customer 112,2026-05-03 07:04:00,2600.97,Airtel Pay,Utilities,UPI,Purchase,India,Hyderabad,Telangana,Android Tablet,103.45.21.37,21,0
TXN-103389,CUST-1034,ACC-4919706735,Customer 34,2026-05-03 07:15:53,6383.88,Apollo Pharmacy,Healthcare,Internet Banking,Withdrawal,India,Chennai,Tamil Nadu,Android Tablet,192.168.1.34,16,0
TXN-100644,CUST-1353,ACC-8695129534,Customer 353,2026-05-03 07:16:40,3434.3,Taj Hotels,Hospitality,UPI,Purchase,India,Bengaluru,Karnataka,Android Tablet,103.45.21.211,5,0
TXN-102258,CUST-1254,ACC-7784217828,Customer 254,2026-05-03 07:29:00,3176.28,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Bengaluru,Karnataka,iPhone 15,223.189.43.36,8,0
TXN-106244,CUST-1395,ACC-8728116828,Customer 395,2026-05-03 07:37:47,3634.78,HDFC Home Loan,Financial Services,UPI,Purchase,India,Kolkata,West Bengal,Windows Desktop,103.45.21.102,6,0
TXN-104335,CUST-1022,ACC-8378385615,Customer 22,2026-05-03 07:39:37,10935.82,Reliance Digital,Electronics,Internet Banking,Transfer,India,Hyderabad,Telangana,Windows Desktop,49.206.12.150,19,0
TXN-101921,CUST-1043,ACC-3962958940,Customer 43,2026-05-03 07:40:14,1158.88,Zomato Food,Food & Dining,UPI,Purchase,India,Chennai,Tamil Nadu,Windows Desktop,223.189.43.236,15,0
TXN-101721,CUST-1305,ACC-3391179068,Customer 305,2026-05-03 07:40:56,2988.05,DMart Supermarket,Groceries,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,49.206.12.87,22,0
TXN-105865,CUST-1117,ACC-5607762160,Customer 117,2026-05-03 07:42:31,8402.45,HDFC Home Loan,Financial Services,ATM,Withdrawal,India,Kolkata,West Bengal,Android Tablet,223.189.43.211,16,0
TXN-108486,CUST-1252,ACC-2513206988,Customer 252,2026-05-03 07:42:49,1098.27,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Hyderabad,Telangana,Android Tablet,49.206.12.24,15,0
TXN-109759,CUST-1257,ACC-6001680218,Customer 257,2026-05-03 07:46:06,7263.19,DMart Supermarket,Groceries,UPI,Transfer,India,Ahmedabad,Gujarat,MacBook Pro,49.206.12.127,20,0
TXN-100938,CUST-1020,ACC-1240251661,Customer 20,2026-05-03 07:47:34,404.23,Taj Hotels,Hospitality,UPI,Transfer,India,Mumbai,Maharashtra,MacBook Pro,223.189.43.173,26,0
TXN-105266,CUST-1075,ACC-2139027119,Customer 75,2026-05-03 08:01:32,657.86,Zomato Food,Food & Dining,UPI,Purchase,India,New Delhi,Delhi,iPhone 15,49.206.12.228,13,0
TXN-107019,CUST-1041,ACC-4289233844,Customer 41,2026-05-03 08:11:05,11829.84,Reliance Digital,Electronics,Internet Banking,Transfer,India,Bengaluru,Karnataka,Windows Desktop,49.206.12.183,25,0
TXN-107783,CUST-1190,ACC-1674555072,Customer 190,2026-05-03 08:11:51,4061.95,HDFC Home Loan,Financial Services,ATM,Transfer,India,Bengaluru,Karnataka,Android Tablet,49.206.12.170,26,0
TXN-104297,CUST-1394,ACC-8111312076,Customer 394,2026-05-03 08:14:47,7478.26,Flipkart Retail,Shopping,Mobile Banking,Withdrawal,India,Chennai,Tamil Nadu,iPhone 15,49.206.12.188,1,0
TXN-105771,CUST-1119,ACC-2047905204,Customer 119,2026-05-03 08:14:54,2349.73,Reliance Digital,Electronics,UPI,Purchase,India,Mumbai,Maharashtra,iPhone 15,192.168.1.24,24,0
TXN-100264,CUST-1243,ACC-1614685938,Customer 243,2026-05-03 08:19:44,3837.03,Zomato Food,Food & Dining,UPI,Transfer,India,Ahmedabad,Gujarat,MacBook Pro,49.206.12.42,12,0
TXN-102267,CUST-1079,ACC-5871743247,Customer 79,2026-05-03 08:24:25,35.54,Reliance Digital,Electronics,UPI,Purchase,India,Pune,Maharashtra,iPhone 15,192.168.1.237,1,0
